"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"212","大同區","房地(土地+建物)+車位","臺北市大同區延平北路二段272巷31~60號",179,"其他",NA,NA,10309,"土地1建物1車位2","全",2,"透天厝","見其他登記事項","鋼筋混凝土造",1030528,262.83,5,2,3,"有","無",20000000,76095,"升降機械",0,0
"213","萬華區","房地(土地+建物)","臺北市萬華區大理街159巷3弄1~30號",41,"其他",NA,NA,10309,"土地2建物1車位0","一層",2,"公寓(5樓含以下無電梯)","","加強磚造",NA,53.32,3,3,1,"有","無",9500000,178170,"",0,0
"214","萬華區","房地(土地+建物)","臺北市萬華區萬大路424巷151~180號",25,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",NA,74.06,3,2,1,"有","無",9300000,125574,"",0,0
"215","大同區","房地(土地+建物)","臺北市大同區太原路161巷1~30號",24.5,"商",NA,NA,10309,"土地2建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",631022,68.69,3,2,1,"有","無",8540000,124327,"",0,0
"216","萬華區","房地(土地+建物)","臺北市萬華區環河南路二段280巷1~30號",32.25,"住",NA,NA,10309,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","工業用","鋼筋混凝土造",620220,83.26,2,1,1,"有","無",8300000,99688,"",0,0
"217","中正區","房地(土地+建物)+車位","臺北市中正區杭州南路一段14巷2弄1~30號",36.78,"住",NA,NA,10309,"土地1建物1車位1","一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870730,191.33,2,1,1,"有","有",49880000,260701,"坡道平面",0,0
"218","大同區","房地(土地+建物)+車位","臺北市大同區寧夏路1~30號",5.8,"商",NA,NA,10309,"土地1建物1車位1","六層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1001130,75.55,3,2,2,"有","有",15000000,198544,"升降機械",15.69,0
"219","大同區","房地(土地+建物)","臺北市大同區迪化街一段224巷1~30號",95,"其他",NA,NA,10309,"土地2建物2車位0","二層，三層，四層，五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,384.44,10,0,10,"有","無",48500000,126158,"",0,0
"220","中山區","房地(土地+建物)","臺北市中山區農安街125巷1~30號",27,"住",NA,NA,10309,"土地2建物1車位0","二層，露台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,73.23,0,0,0,"無","無",8600000,117438,"",0,0
"221","中山區","房地(土地+建物)","臺北市中山區長春路361~390號",8.28,"商",NA,NA,10309,"土地2建物1車位0","一層",16,"店面(店鋪)","商業用","鋼筋混凝土造",850710,76.79,0,0,1,"有","有",46300000,602943,"",0,0
"222","內湖區","房地(土地+建物)","臺北市內湖區內湖路一段285巷59弄1~30號",26.75,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",691003,94.04,3,2,1,"有","無",16000000,170140,"",0,0
"223","內湖區","房地(土地+建物)+車位","臺北市內湖區成功路五段450巷1~30號",49.5,"住",NA,NA,10309,"土地4建物1車位2","八層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",900117,280.02,4,2,2,"有","有",62060000,221627,"坡道平面",69.58,0
"224","中山區","房地(土地+建物)","臺北市中山區建國北路三段61~90號",10.04,"住",NA,NA,10308,"土地2建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",750411,69.18,2,2,1,"有","無",13000000,187916,"",0,0
"225","內湖區","房地(土地+建物)+車位","臺北市內湖區文德路208巷31~60號",45.45,"住",NA,NA,10310,"土地1建物1車位1","三層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",791126,199.62,4,2,2,"有","有",33000000,165314,"坡道平面",37.43,0
"226","內湖區","房地(土地+建物)","臺北市內湖區南京東路六段331~360號",7.19,"工",NA,NA,10309,"土地1建物1車位0","六層",12,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",970407,43.71,1,0,1,"有","有",7250000,165866,"",0,0
"227","內湖區","房地(土地+建物)+車位","臺北市內湖區星雲街121~150號",25.81,"住",NA,NA,10309,"土地1建物1車位1","四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",931222,192.52,3,2,2,"有","有",46700000,242572,"坡道平面",28.03,0
"228","中山區","房地(土地+建物)","臺北市中山區合江街91~120號",27,"住",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,82.59,5,2,2,"有","無",16500000,199782,"",0,0
"229","內湖區","房地(土地+建物)+車位","臺北市內湖區康寧路三段189巷141弄1~30號",36.9,"住",NA,NA,10310,"土地2建物1車位1","四層",6,"華廈(10層含以下有電梯)","國民住宅","鋼筋混凝土造",840612,139.88,3,2,2,"有","有",18500000,132256,"坡道平面",0,0
"230","內湖區","房地(土地+建物)","臺北市內湖區康樂街136巷15弄1~30號",26.79,"住",NA,NA,10309,"土地3建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721103,95.39,3,2,2,"有","無",10000000,104833,"",0,0
"231","中山區","房地(土地+建物)+車位","臺北市中山區長春路258巷1~30號",55.8,"住",NA,NA,10309,"土地1建物1車位1","五層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",920908,285.17,4,2,3,"有","有",77000000,270014,"坡道平面",34.65,0
"232","內湖區","房地(土地+建物)+車位","臺北市內湖區環山路三段1~30號",30.96,"住",NA,NA,10310,"土地1建物1車位2","九層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020107,194.88,3,2,2,"有","有",39800000,204228,"塔式車位",47.8,0
"233","內湖區","房地(土地+建物)","臺北市內湖區金龍路222巷1~30號",20.09,"住",NA,NA,10307,"土地1建物1車位0","十層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821213,64.49,2,1,1,"有","有",9000000,139557,"",0,0
"234","內湖區","土地","石潭段四小段301~330地號",17.07,"住",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3096000,181371,"",0,0
"235","中山區","房地(土地+建物)+車位","臺北市中山區八德路二段91~120號",21.67,"住",NA,NA,10310,"土地2建物1車位2","三層",20,"住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",1010905,277.22,3,2,2,"有","有",60000000,258044,"坡道平面",57.49,3300000
"236","信義區","房地(土地+建物)","臺北市信義區吳興街600巷76弄61~90號",12.57,"住",NA,NA,10309,"土地1建物1車位0","地下三層",5,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",830310,59.04,3,1,3,"有","有",6508000,110230,"",0,0
"237","信義區","房地(土地+建物)+車位","臺北市信義區信義路五段121~150號",15.19,"其他",NA,NA,10309,"土地1建物1車位1","三層",19,"辦公商業大樓","住家用","鋼筋混凝土造",980702,129.62,2,1,1,"有","有",42000000,324024,"坡道平面",0,0
"238","南港區","房地(土地+建物)","臺北市南港區忠孝東路六段428巷1~30號",15.4,"住",NA,NA,10308,"土地1建物1車位0","四層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",640604,71.34,4,0,4,"有","無",14350000,201149,"",0,0
"239","信義區","房地(土地+建物)","臺北市信義區光復南路451~480號",9.99,"住",NA,NA,10309,"土地3建物1車位0","二層",12,"套房(1房1廳1衛)","國民住宅","鋼筋混凝土造",NA,49.49,1,1,1,"有","有",13000000,262679,"",0,0
"240","信義區","車位","臺北市信義區信安街103巷1~30號",3.75,"住",NA,NA,10309,"土地0建物0車位1","一層",5,"其他","見其他登記事項","鋼筋混凝土造",1020315,35.77,0,0,0,"有","無",2400000,NA,"坡道平面",35.52,2400000
"241","松山區","房地(土地+建物)+車位","臺北市松山區南京東路五段211~240號",19.52,"商",NA,NA,10309,"土地2建物1車位1","十三層",15,"辦公商業大樓","商業用","鋼筋混凝土造",810613,210.96,2,0,0,"有","有",40800000,193402,"坡道平面",0,0
"242","松山區","車位","臺北市松山區南京東路五段211~240號",0.22,"其他",NA,NA,10310,"土地0建物0車位1","一層",18,"其他","見其他登記事項","見其他登記事項",980331,12.46,0,0,0,"有","有",1250000,NA,"其他",12.46,1250000
"243","松山區","房地(土地+建物)+車位","臺北市松山區三民路1~30號",24.6,"住",NA,NA,10309,"土地1建物1車位1","九層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030530,150,1,2,2,"有","無",37600000,250667,"升降機械",23.48,0
"244","松山區","房地(土地+建物)","臺北市松山區八德路三段199巷1~30號",6.02,"住",NA,NA,10308,"土地1建物1車位0","七層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",730127,30.69,1,1,1,"有","有",6700000,218312,"",0,0
"245","南港區","房地(土地+建物)","臺北市南港區昆陽街151~180號",16.67,"住",NA,NA,10309,"土地1建物1車位0","一層，平台",3,"公寓(5樓含以下無電梯)","住家用","加強磚造",620529,32.32,2,1,1,"有","無",5300000,163985,"",0,0
"246","信義區","房地(土地+建物)","臺北市信義區吳興街600巷100弄61~90號",23.25,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721007,76.56,2,1,1,"有","無",10000000,130617,"",0,0
"247","松山區","房地(土地+建物)+車位","臺北市松山區三民路1~30號",24.6,"住",NA,NA,10309,"土地1建物1車位1","七層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030530,150,2,2,2,"有","無",39000000,260000,"升降機械",23.48,0
"248","松山區","房地(土地+建物)+車位","臺北市松山區三民路1~30號",18.66,"住",NA,NA,10309,"土地1建物1車位1","三層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030530,119.13,1,2,1,"有","無",30300000,254344,"升降機械",23.48,0
"249","松山區","房地(土地+建物)","臺北市松山區三民路1~30號",10.64,"住",NA,NA,10310,"土地1建物1車位0","五層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030530,54.99,1,1,1,"有","無",15500000,281869,"",0,0
"250","松山區","房地(土地+建物)+車位","臺北市松山區光復北路230巷1~30號",29.77,"住",NA,NA,10309,"土地3建物1車位1","十三層",18,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",910514,138.36,3,2,2,"有","無",29950000,216464,"坡道平面",5.84,0
"251","北投區","房地(土地+建物)","臺北市北投區吉利街121~150號",29,"住",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",611103,78.2,3,1,1,"有","無",11500000,147059,"",0,0
"252","北投區","房地(土地+建物)","臺北市北投區西安街一段181~210號",10.29,"住",NA,NA,10309,"土地1建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼骨鋼筋混凝土造",1010320,57.78,2,2,1,"有","有",13680000,236760,"",0,0
"253","北投區","房地(土地+建物)+車位","臺北市北投區同德街1~30號",19.31,"住",NA,NA,10309,"土地1建物1車位1","十層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",940923,108.83,2,2,2,"有","有",23000000,211339,"坡道機械",6.66,0
"254","北投區","房地(土地+建物)","臺北市北投區幽雅路1~30號",9.47,"其他",NA,NA,10309,"土地1建物1車位0","九層",13,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",980205,58.46,1,1,1,"有","有",6100000,104345,"",0,0
"255","北投區","房地(土地+建物)+車位","臺北市北投區中山北路七段219巷3弄61~90號",91.84,"住",NA,NA,10308,"土地1建物2車位2","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730920,408.96,4,2,3,"有","有",13500000,33011,"坡道平面",0,0
"256","士林區","房地(土地+建物)","臺北市士林區福德路31巷1~30號",7.21,"住",NA,NA,10309,"土地1建物1車位0","一層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1010112,33.72,1,1,1,"有","有",9860000,292408,"",0,0
"257","南港區","房地(土地+建物)+車位","臺北市南港區三重里重陽路481~510號",122.25,"住",NA,NA,10310,"土地1建物1車位3","十六層",23,"住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",1030618,520.53,0,0,3,"無","有",96380000,224863,"坡道平面",128.38,8200000
"258","南港區","車位","臺北市南港區三重里重陽路481~510號",4.11,"住",NA,NA,10310,"土地0建物0車位2","",NA,"其他","","",NA,94.32,0,0,0,"有","有",7000000,NA,"坡道平面",94.32,7000000
"259","松山區","房地(土地+建物)","臺北市松山區光復北路181~210號",22.22,"住",NA,NA,10309,"土地1建物1車位0","七層，八層",17,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770419,75.71,4,2,2,"有","有",10000000,132083,"",0,0
"260","信義區","房地(土地+建物)","臺北市信義區基隆路一段181~210號",15.43,"住",NA,NA,10310,"土地2建物1車位0","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780824,82.84,2,2,1,"有","無",18000000,217286,"",0,0
"261","信義區","房地(土地+建物)","臺北市信義區基隆路一段181~210號",15.43,"住",NA,NA,10310,"土地2建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780824,82.84,2,2,1,"有","無",18000000,217286,"",0,0
"262","信義區","房地(土地+建物)","臺北市信義區松勤街91~120號",219.07,"住",NA,NA,10309,"土地1建物2車位0","十三層，十四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800921,1030.71,8,3,7,"有","無",333000000,323078,"",0,0
"263","北投區","房地(土地+建物)","臺北市北投區泉源路31~60號",11.19,"住",NA,NA,10309,"土地1建物1車位0","六層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890615,48.01,1,2,1,"有","有",7100000,147886,"",0,0
"264","北投區","房地(土地+建物)","臺北市北投區中和街382巷2弄1~30號",20,"住",NA,NA,10309,"土地2建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670531,46.36,5,2,2,"有","無",4330000,93399,"",0,0
"265","北投區","房地(土地+建物)","臺北市北投區大屯路光華4巷1~30號",41,"住",NA,NA,10309,"土地2建物1車位0","全",2,"透天厝","住家用","加強磚造",610505,49.96,6,2,2,"有","無",5170000,103483,"",0,0
"266","北投區","房地(土地+建物)","臺北市北投區泉源路31~60號",9.98,"住",NA,NA,10309,"土地2建物1車位0","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710226,57.56,1,1,1,"有","有",5550000,96421,"",0,0
"267","士林區","土地","溪洲段二小段181~210地號",26.36,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2000000,75873,"",0,0
"268","北投區","房地(土地+建物)","臺北市北投區大興街9巷1~30號",28.06,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720112,99.67,3,1,2,"有","有",16000000,160530,"",0,0
"269","北投區","房地(土地+建物)+車位","臺北市北投區行義路1~30號",47.22,"住",NA,NA,10309,"土地1建物1車位2","八層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020403,301.36,3,2,2,"有","無",56000000,223299,"坡道平面",70.28,4400000
"270","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",15.38,"住",NA,NA,10304,"土地1建物1車位1","二層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,85.81,2,1,1,"有","有",17950000,217570,"升降機械",12.73,2050000
"271","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.23,"住",NA,NA,10207,"土地1建物1車位1","八層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,74.57,2,1,1,"有","有",17700000,254204,"升降機械",12.73,1980000
"272","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",16.55,"住",NA,NA,10208,"土地1建物1車位1","二層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,89.51,2,1,1,"有","有",20200000,237984,"升降機械",12.73,1930000
"273","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",16.55,"住",NA,NA,10212,"土地1建物1車位1","四層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,89.51,2,1,1,"有","有",20200000,239026,"升降機械",12.73,1850000
"274","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.72,"住",NA,NA,10109,"土地1建物1車位0","二層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,72.55,2,1,1,"有","有",15800000,229856,"升降機械",12.73,2050000
"275","北投區","車位","臺北市北投區石牌路一段166巷1~30號",0.04,"住",NA,NA,10307,"土地0建物0車位1","一層",9,"其他","見其他登記事項","鋼筋混凝土造",1030911,12.73,0,0,0,"有","有",1800000,NA,"升降機械",12.73,1800000
"276","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",12.59,"住",NA,NA,10304,"土地1建物1車位1","五層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,70.65,2,1,1,"有","有",16250000,245166,"升降機械",12.73,2050000
"277","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.01,"住",NA,NA,10108,"土地1建物1車位1","六層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,73.29,2,1,1,"有","有",15800000,227048,"升降機械",12.73,2050000
"278","大安區","車位","臺北市大安區建國南路二段334巷1~30號",2.04,"住",NA,NA,10309,"土地0建物0車位1","地下三層",25,"其他","見使用執照","鋼筋混凝土造",780221,33.09,0,0,0,"有","有",3500000,NA,"坡道平面",33.09,3500000
"279","大安區","房地(土地+建物)+車位","臺北市大安區辛亥路二段31~60號",12.47,"住",NA,NA,10309,"土地1建物1車位1","十六層",25,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",780221,191.18,4,2,2,"有","有",49500000,290973,"坡道平面",33.09,3500000
"280","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",12.59,"住",NA,NA,10305,"土地1建物2車位1","二層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,70.65,2,1,1,"有","有",14900000,221858,"升降機械",12.73,2050000
"281","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.72,"住",NA,NA,10304,"土地1建物1車位1","三層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,72.55,2,1,1,"有","有",15750000,229020,"升降機械",12.73,2050000
"282","大安區","房地(土地+建物)","臺北市大安區潮州街31~60號",24.23,"住",NA,NA,10308,"土地1建物1車位0","一層，地下一層",7,"店面(店鋪)","商業用","鋼筋混凝土造",790509,124.32,1,1,2,"有","有",29880000,240347,"",0,0
"283","大安區","房地(土地+建物)","臺北市大安區信義路三段91~120號",5.61,"商",NA,NA,10309,"土地1建物1車位0","七層",12,"其他","商業用","鋼筋混凝土造",700918,62.17,2,1,1,"有","有",20750000,333762,"",0,0
"284","文山區","房地(土地+建物)","臺北市文山區木新路二段121~150號",27.6,"住",NA,NA,10309,"土地2建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730917,105.22,3,2,2,"有","無",15000000,142558,"",0,0
"285","內湖區","房地(土地+建物)","臺北市內湖區東湖路113巷95弄121~150號",30.64,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740509,117.29,3,2,2,"有","無",16660000,142041,"",0,0
"286","中山區","房地(土地+建物)","臺北市中山區民生東路一段1~30號",3.98,"商",NA,NA,10310,"土地1建物1車位0","三層",12,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",951012,36.91,0,0,0,"無","有",2660000,72067,"",0,0
"287","中山區","房地(土地+建物)","臺北市中山區長安東路一段91~120號",18.35,"商",NA,NA,10309,"土地1建物1車位0","八層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820113,125.01,3,2,2,"有","有",17500000,139989,"",0,0
"288","中山區","房地(土地+建物)+車位","臺北市中山區德惠街3巷1~30號",8.27,"商",NA,NA,10310,"土地1建物1車位1","二層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",951229,63.06,0,0,0,"無","有",10800000,171265,"升降機械",0,0
"289","信義區","房地(土地+建物)","臺北市信義區吳興街512巷1~30號",25.1,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790104,97.9,3,2,2,"有","無",14500000,148110,"",0,0
"290","信義區","房地(土地+建物)","臺北市信義區福德街268巷4弄1~30號",24.99,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,96.71,3,2,1,"有","無",16800000,173715,"",0,0
"291","信義區","房地(土地+建物)","臺北市信義區基隆路一段331~360號",8.12,"商",NA,NA,10309,"土地3建物1車位0","五層",6,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",621124,40.85,0,0,0,"無","有",10000000,244798,"",0,0
"292","信義區","房地(土地+建物)","臺北市信義區信義路五段150巷342弄31~60號",26.75,"住",NA,NA,10309,"土地1建物1車位0","三層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,81.46,3,2,1,"有","無",15600000,191505,"",0,0
"293","內湖區","房地(土地+建物)","臺北市內湖區民權東路六段120巷3弄1~30號",30.87,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730130,100.96,3,2,2,"有","無",14800000,146593,"",0,0
"294","南港區","房地(土地+建物)+車位","臺北市南港區東明街31~60號",22.82,"住",NA,NA,10309,"土地1建物1車位1","十層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",971110,142.68,2,2,1,"有","有",25650000,179773,"坡道平面",45.29,0
"295","信義區","房地(土地+建物)","臺北市信義區吳興街284巷22弄61~90號",20.74,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740808,79.56,2,1,1,"有","無",9500000,119407,"",0,0
"296","信義區","房地(土地+建物)","臺北市信義區虎林街132巷31~60號",30,"住",NA,NA,10309,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",590922,85,3,2,1,"有","無",19200000,225882,"",0,0
"297","士林區","房地(土地+建物)","臺北市士林區文林路615巷1~30號",51.36,"住",NA,NA,10308,"土地2建物1車位0","一層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740122,140.96,3,2,2,"有","無",32800000,232690,"",0,0
"298","士林區","房地(土地+建物)","臺北市士林區承德路四段6巷31~60號",38.12,"住",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",630417,79.87,2,1,1,"有","無",11500000,143984,"",0,0
"299","信義區","房地(土地+建物)","臺北市信義區虎林街232巷1~30號",30,"住",NA,NA,10309,"土地1建物1車位0","一層，平台，騎樓",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,102.12,4,2,2,"有","無",25000000,244810,"",0,0
"300","松山區","車位","臺北市松山區八德路四段631~660號",1.66,"商",NA,NA,10310,"土地0建物0車位1","",NA,"其他","","",NA,49.54,0,0,0,"有","有",1550000,NA,"升降平面",49.54,1550000
"301","大安區","房地(土地+建物)","臺北市大安區安和路一段61~90號",10.88,"其他",NA,NA,10309,"土地3建物1車位0","一層",12,"店面(店鋪)","商業用","鋼筋混凝土造",731220,75.34,0,1,1,"有","有",65000000,862756,"",0,0
"302","大安區","土地","懷生段三小段301~330地號",22.5,"其他",NA,NA,10101,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",22566600,1002960,"",0,0
"303","大安區","房地(土地+建物)","臺北市大安區光復南路91~120號",6.54,"住",NA,NA,10309,"土地1建物1車位0","一層",12,"店面(店鋪)","商業用","鋼筋混凝土造",761105,44.92,0,1,1,"有","有",57300000,1275601,"",0,0
"304","大安區","房地(土地+建物)","臺北市大安區四維路44巷1~30號",7.83,"住",NA,NA,10310,"土地1建物1車位0","四層，陽台",5,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",NA,26.07,4,2,2,"有","無",7000000,268508,"",0,0
"305","大安區","房地(土地+建物)+車位","臺北市大安區大安路一段181~210號",10.31,"住",NA,NA,10309,"土地1建物1車位1","二層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",971028,101.58,2,2,2,"有","有",35000000,344556,"坡道機械",13.21,0
"306","大安區","土地","大安段一小段241~270地號",0.56,"住",NA,NA,10309,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2309,0,"",0,0
"307","大安區","房地(土地+建物)","臺北市大安區新生南路一段97巷1~30號",24.64,"住",NA,NA,10309,"土地1建物1車位0","三層，陽台",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",610303,113.78,3,1,1,"有","無",18750000,164792,"",0,0
"308","北投區","房地(土地+建物)","臺北市北投區溫泉路61~90號",3.49,"其他",NA,NA,10309,"土地1建物1車位0","地下二層",7,"套房(1房1廳1衛)","停車空間","鋼筋混凝土造",700218,29.07,1,1,1,"有","有",2160000,74303,"",0,0
"309","士林區","房地(土地+建物)","臺北市士林區天母西路1~30號",56.44,"商",NA,NA,10309,"土地3建物1車位0","四層，陽台",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",651106,186.25,5,2,3,"有","有",33500000,179866,"",0,0
"310","北投區","房地(土地+建物)","臺北市北投區榮華一路1~30號",33.8,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681022,128.19,3,2,1,"有","無",22500000,175521,"",0,0
"311","士林區","房地(土地+建物)","臺北市士林區士東路353巷1~30號",390.09,"其他",NA,NA,10308,"土地1建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土造",780201,275.29,8,3,4,"有","無",57880000,210251,"",0,0
"312","內湖區","房地(土地+建物)+車位","臺北市內湖區新豐街31~60號",67.46,"住",NA,NA,10310,"土地1建物1車位2","六層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1021216,364.76,4,2,3,"有","有",58470000,160297,"坡道平面",85.2,0
"313","","車位","臺北市信義區仁愛路四段452巷1~30號",0,"",NA,NA,10310,"土地0建物0車位1","",NA,"其他","","",NA,0,0,0,0,"有","無",3500000,NA,"",0,3500000
"314","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段372巷27弄61~90號",16.14,"住",NA,NA,10309,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,80.91,2,2,1,"有","有",22000000,271907,"",0,0
"315","內湖區","房地(土地+建物)","臺北市內湖區麗山街61~90號",27.15,"住",NA,NA,10309,"土地2建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721004,100.66,3,2,2,"有","無",16900000,167892,"",0,0
"316","中山區","房地(土地+建物)","臺北市中山區遼寧街201巷1~30號",28,"住",NA,NA,10309,"土地3建物1車位0","三層",3,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,41.11,2,1,1,"有","無",10780000,262223,"",0,0
