"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"693","大安區","房地(土地+建物)","臺北市大安區大安路一段91~120號",34.38,"住",NA,NA,10305,"土地2建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",660618,205.47,4,2,2,"有","無",79980000,389254,"",0,0
"694","大安區","房地(土地+建物)+車位","臺北市大安區信義路四段61~90號",27.5,"住",NA,NA,10310,"土地2建物1車位1","十一層",17,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",751229,306.26,4,2,3,"有","有",15000000,48978,"坡道平面",48.83,0
"695","北投區","房地(土地+建物)+車位","臺北市北投區東華街二段300巷1~30號",67.5,"住",NA,NA,10308,"土地1建物1車位1","二層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1000630,194.47,3,2,2,"有","有",33500000,172263,"坡道平面",32.82,0
"696","北投區","房地(土地+建物)","臺北市北投區溫泉路61~90號",32.69,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760207,92.06,2,1,1,"有","無",7800000,84727,"",0,0
"697","士林區","車位","臺北市士林區中山北路七段81巷1~30號",0.75,"住",NA,NA,10310,"土地0建物0車位2","地下五層",19,"其他","見使用執照","鋼筋混凝土造",811124,79.57,0,0,0,"有","有",4800000,NA,"坡道平面",0,4800000
"698","北投區","房地(土地+建物)","臺北市北投區崗山路9巷1~30號",27.55,"住",NA,NA,10309,"土地4建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730814,100.69,3,2,2,"有","有",12050000,119674,"",0,0
"699","士林區","土地","芝蘭段二小段451~480地號",299.98,"其他",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4890000,16301,"",0,0
"700","士林區","房地(土地+建物)","臺北市士林區雨農路2巷1~30號",34.75,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680820,106.37,3,2,2,"有","無",17000000,159819,"",0,0
"701","南港區","房地(土地+建物)+車位","臺北市南港區中坡南路49巷1~30號",39.15,"住",NA,NA,10306,"土地1建物1車位1","十一層，電梯樓梯間",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841115,178.71,3,2,2,"有","有",38150000,213486,"坡道平面",0,0
"702","內湖區","房地(土地+建物)","臺北市內湖區陽光街161巷1弄1~30號",24.32,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720129,81.85,3,2,2,"有","有",13300000,162492,"",0,0
"703","內湖區","房地(土地+建物)+車位","臺北市內湖區瑞光路391~420號",142.57,"工",NA,NA,10309,"土地1建物2車位5","十一層",12,"辦公商業大樓","工業用","見其他登記事項",951128,919.87,6,1,0,"有","有",165380000,179786,"坡道平面",164.14,0
"704","信義區","房地(土地+建物)","臺北市信義區吳興街394巷1~30號",21.79,"住",NA,NA,10308,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,49.68,4,0,4,"有","無",8500000,171095,"",0,0
"705","信義區","土地","三興段一小段841~870地號",0.1,"其他",NA,NA,10212,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",64980,0,"",0,0
"706","文山區","房地(土地+建物)","臺北市文山區和平東路四段66巷31~60號",81.96,"住",NA,NA,10307,"土地2建物1車位0","十一層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860529,202.4,4,2,3,"有","有",26320000,130040,"",0,0
"707","中正區","房地(土地+建物)","臺北市中正區濟南路二段1~30號",7.65,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",770906,31.79,0,0,0,"無","無",2200000,69204,"",0,0
"708","萬華區","土地","萬華段二小段511~540地號",36,"商",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6800000,188889,"",0,0
"709","大同區","土地","大同段一小段421~450地號",11.07,"住",NA,NA,10310,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",8170,738,"",0,0
"710","內湖區","房地(土地+建物)","臺北市內湖區安康路434巷20弄1~30號",17.6,"住",NA,NA,10309,"土地1建物1車位0","六層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850613,52.78,2,1,1,"有","有",7000000,132626,"",0,0
"711","大安區","房地(土地+建物)","臺北市大安區仁愛路四段31~60號",11.85,"其他",NA,NA,10309,"土地4建物1車位0","三層，陽台",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",600420,74.06,2,2,2,"有","有",31600000,426681,"",0,0
"712","大安區","車位","臺北市大安區四維路192巷1~30號",0.37,"住",NA,NA,10310,"土地0建物0車位1","一層",13,"其他","見其他登記事項","鋼筋混凝土造",1020131,1.19,0,0,0,"有","有",1580000,NA,"塔式車位",0,1580000
"713","大安區","房地(土地+建物)","臺北市大安區羅斯福路二段91~120號",3.3,"商",NA,NA,10309,"土地8建物1車位0","十二層",26,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",790927,48.06,1,1,1,"有","有",15300000,318352,"",0,0
"714","士林區","土地","永平段四小段811~840地號",71,"其他",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2100000,29577,"",0,0
"715","大安區","房地(土地+建物)+車位","臺北市大安區大安路二段122巷1~30號",33.26,"住",NA,NA,10309,"土地1建物1車位1","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",990615,148.73,3,2,2,"有","有",55800000,375176,"一樓平面",0,0
"716","大安區","房地(土地+建物)","臺北市大安區四維路170巷31~60號",7.69,"住",NA,NA,10309,"土地1建物1車位0","五層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",980115,40.72,1,1,1,"有","無",11460000,281434,"",0,0
"717","大安區","房地(土地+建物)","臺北市大安區羅斯福路二段61~90號",7.53,"商",NA,NA,10309,"土地2建物1車位0","七層",12,"住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造",760528,71.9,2,2,1,"有","有",20000000,278164,"",0,0
"718","士林區","房地(土地+建物)+車位","臺北市士林區延平北路五段31~60號",29.46,"商",NA,NA,10305,"土地3建物1車位1","十二層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1010528,233.59,4,2,2,"有","有",35800000,153260,"坡道平面",0,2200000
"719","北投區","土地","立農段五小段361~390地號",1.42,"其他",NA,NA,10309,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",46959,33070,"",0,0
"720","北投區","土地","立農段五小段331~360地號",0.49,"其他",NA,NA,10309,"土地5建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",15902,0,"",0,0
"721","北投區","房地(土地+建物)+車位","臺北市北投區光明路151巷1~30號",13.58,"商",NA,NA,10309,"土地1建物1車位1","十一層",27,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030530,186.9,3,2,2,"有","有",34080000,182343,"坡道平面",41.24,0
"722","北投區","土地","桃源段四小段331~360地號",20.03,"住",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2600000,129805,"",0,0
"723","北投區","房地(土地+建物)","臺北市北投區吉利街280巷27弄1~30號",33,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",590324,89.93,3,2,1,"有","無",13600000,151229,"",0,0
"724","士林區","房地(土地+建物)","臺北市士林區中正路481~510號",18.2,"住",NA,NA,10309,"土地1建物1車位0","十四層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",751224,143.66,3,2,2,"有","有",28980000,201726,"",0,0
"725","士林區","房地(土地+建物)","臺北市士林區中山北路五段505巷44弄1~30號",29,"商",NA,NA,10309,"土地1建物1車位0","一層",3,"公寓(5樓含以下無電梯)","住家用","加強磚造",620109,63.98,3,2,1,"有","無",18600000,290716,"",0,0
"726","北投區","土地","桃源段二小段91~120地號",724.5,"住",NA,NA,10310,"土地5建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",50809200,70130,"",0,0
"727","士林區","房地(土地+建物)","臺北市士林區永平街75巷1~30號",25.7,"住",NA,NA,10310,"土地2建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700309,82.1,2,1,1,"有","無",10000,122,"",0,0
"728","北投區","房地(土地+建物)+車位","臺北市北投區公□路231巷7弄1~30號",23.69,"住",NA,NA,10309,"土地1建物1車位1","三層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830924,87.97,2,2,1,"有","有",12600000,143231,"坡道機械",0,0
"729","南港區","房地(土地+建物)","臺北市南港區研究院路二段151~180號",24,"住",NA,NA,10309,"土地1建物1車位0","二層，陽台",4,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",640821,68.58,0,1,1,"有","無",7300000,106445,"",0,0
"730","南港區","房地(土地+建物)","臺北市南港區忠孝東路六段250巷1~30號",11.13,"住",NA,NA,10310,"土地1建物1車位0","四層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840126,40.38,2,1,1,"有","有",8600000,212977,"",0,0
"731","松山區","房地(土地+建物)","臺北市松山區敦化北路145巷1~30號",49.5,"其他",NA,NA,10309,"土地3建物1車位0","一層",4,"公寓(5樓含以下無電梯)","","加強磚造",NA,118.81,0,0,1,"無","無",41800000,351822,"",0,0
"732","信義區","房地(土地+建物)","臺北市信義區崇德街38巷1~30號",8.54,"商",NA,NA,10308,"土地2建物1車位0","五層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800318,46.45,2,1,1,"有","有",10900000,234661,"",0,0
"733","內湖區","車位","臺北市內湖區南湖里民權東路六段296巷61~90號",2.94,"住",NA,NA,10310,"土地0建物0車位1","地下二層",20,"其他","停車空間","鋼筋混凝土造",820316,40.07,0,0,0,"有","有",1450000,NA,"坡道平面",40.07,1450000
"734","中山區","房地(土地+建物)+車位","臺北市中山區長春路91~120號",31.68,"商",NA,NA,10010,"土地1建物1車位2","五層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030529,338.73,3,2,3,"有","無",70210000,261714,"坡道平面",92.24,5700000
"735","中山區","房地(土地+建物)+車位","臺北市中山區長春路91~120號",29.36,"商",NA,NA,10011,"土地1建物1車位1","九層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030529,274.57,3,2,2,"有","無",63060000,265091,"坡道平面",46.12,2500000
"736","中山區","房地(土地+建物)","臺北市中山區新生北路三段31~60號",6.57,"住",NA,NA,10308,"土地2建物1車位0","十一層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",670301,51.73,1,1,1,"有","有",7250000,140151,"",0,0
"737","信義區","土地","三興段二小段811~840地號",103,"住",NA,NA,10309,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",22239000,215913,"",0,0
"738","松山區","房地(土地+建物)","臺北市松山區延吉街1~30號",32.78,"住",NA,NA,10307,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",771001,168.44,3,2,2,"有","有",35500000,210758,"",0,0
"739","中山區","房地(土地+建物)","臺北市中山區松江路108巷1~30號",87.14,"住",NA,NA,10310,"土地1建物1車位0","一層",6,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",660416,387.08,4,2,2,"有","無",47000000,121422,"",0,0
"740","內湖區","房地(土地+建物)","臺北市內湖區安康路434巷20弄1~30號",28.85,"住",NA,NA,10309,"土地3建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700415,101.42,3,2,2,"有","無",5200000,51272,"",0,0
"741","中山區","房地(土地+建物)+車位","臺北市中山區北安路578巷8弄1~30號",38.41,"住",NA,NA,10309,"土地1建物1車位3","三層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",940204,232.7,4,2,2,"有","有",55500000,238505,"坡道平面",28.11,0
"742","內湖區","房地(土地+建物)+車位","臺北市內湖區新明路331~360號",23.87,"工",NA,NA,10307,"土地1建物1車位1","一層",5,"廠辦","見其他登記事項","鋼筋混凝土造",980403,158.35,3,2,1,"有","有",23000000,145248,"坡道平面",54.41,0
"743","中山區","房地(土地+建物)","臺北市中山區明水路631~660號",11.01,"商",NA,NA,10310,"土地1建物1車位0","二層",9,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",960503,46.08,1,1,1,"有","有",11910000,258464,"",0,0
"744","中山區","房地(土地+建物)","臺北市中山區林森北路451~480號",4.6,"商",NA,NA,10310,"土地1建物1車位0","十層",14,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",981106,47.42,1,1,1,"有","無",10180000,214677,"",0,0
"745","中山區","房地(土地+建物)","臺北市中山區松江路150巷1~30號",41.75,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",640912,118.88,3,2,2,"有","無",22950000,193052,"",0,0
"746","內湖區","車位","臺北市內湖區文德路22巷44弄1~30號",1.88,"住",NA,NA,10310,"土地0建物0車位1","",NA,"其他","","",NA,34.88,0,0,0,"有","有",3000000,NA,"坡道平面",34.87,3000000
"747","中山區","房地(土地+建物)","臺北市中山區八德路二段61~90號",7.17,"住",NA,NA,10310,"土地1建物1車位0","十一層",11,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",950323,33.1,1,1,2,"有","有",9000000,271903,"",0,0
"748","中山區","車位","臺北市中山區明水路397巷18弄1~30號",0.6,"住",NA,NA,10310,"土地0建物0車位1","地下一層",15,"其他","商業用","鋼筋混凝土造",960919,32.03,0,0,0,"有","有",975000,NA,"坡道平面",32.01,975000
"749","內湖區","房地(土地+建物)","臺北市內湖區康樂街48巷1~30號",32.31,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750807,122.91,3,2,2,"有","無",12900000,104955,"",0,0
"750","內湖區","房地(土地+建物)+車位","臺北市內湖區康寧路一段241~270號",53.84,"住",NA,NA,10310,"土地1建物1車位1","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",830526,155.27,3,2,2,"有","有",21600000,139113,"坡道平面",40.34,0
"751","內湖區","房地(土地+建物)+車位","臺北市內湖區石潭路1~30號",26.97,"其他",NA,NA,10309,"土地1建物1車位1","四層",14,"辦公商業大樓","見其他登記事項","鋼筋混凝土造",980831,131.59,2,2,1,"有","有",20680000,157155,"坡道平面",32.4,0
"752","內湖區","房地(土地+建物)+車位","臺北市內湖區金湖路61~90號",22.67,"商",NA,NA,10309,"土地1建物1車位1","二十四層",24,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961030,246.36,3,2,3,"有","有",66000000,267901,"坡道平面",35.93,0
"753","內湖區","房地(土地+建物)+車位","臺北市內湖區金湖路31~60號",27.15,"住",NA,NA,10309,"土地1建物1車位1","十四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",920930,157.44,2,2,2,"有","有",32000000,203252,"坡道平面",0,0
"754","中山區","房地(土地+建物)","臺北市中山區民權東路二段1~30號",21.03,"商",NA,NA,10309,"土地1建物1車位0","一層，騎樓",12,"店面(店鋪)","商業用","鋼筋混凝土造",681022,131.35,0,0,1,"有","有",45000000,342596,"",0,0
"755","中山區","房地(土地+建物)","臺北市中山區農安街1~30號",11,"商",NA,NA,10308,"土地1建物1車位0","五層",12,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",730323,130.05,3,2,1,"有","有",21000000,161476,"",0,0
"756","大同區","車位","臺北市大同區保安街1~30號",0,"商",NA,NA,10309,"土地0建物0車位1","一層",15,"其他","見其他登記事項","鋼筋混凝土造",1010522,16.18,0,0,0,"有","有",800000,NA,"升降機械",5.43,800000
"757","大同區","車位","臺北市大同區保安街1~30號",0,"商",NA,NA,10309,"土地0建物0車位1","一層",15,"其他","見其他登記事項","鋼筋混凝土造",1010522,16.18,0,0,0,"有","有",800000,NA,"升降機械",5.43,800000
"758","大同區","土地","大同段一小段691~720地號",3.71,"其他",NA,NA,10310,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",50000,13477,"",0,0
"759","萬華區","房地(土地+建物)","臺北市萬華區寶興街126巷1~30號",16.5,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701229,61.07,4,2,2,"有","無",7600000,124447,"",0,0
"760","大同區","房地(土地+建物)","臺北市大同區民權西路271~300號",6.85,"住",NA,NA,10309,"土地1建物1車位0","八層",11,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",931029,39.36,1,1,1,"有","有",6700000,170224,"",0,0
"761","萬華區","房地(土地+建物)","臺北市萬華區和平西路三段382巷12弄1~30號",25,"住",NA,NA,10309,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",NA,80.45,3,1,1,"有","無",8800000,109385,"",0,0
"762","萬華區","房地(土地+建物)","臺北市萬華區西園路二段261巷1~30號",24,"住",NA,NA,10310,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",640203,88.25,3,2,1,"有","無",9000000,101983,"",0,0
"763","大同區","房地(土地+建物)","臺北市大同區南京西路331~360號",2.81,"其他",NA,NA,10310,"土地1建物1車位0","十二層",14,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",671107,30.23,1,0,1,"有","有",4680000,154813,"",0,0
"764","萬華區","房地(土地+建物)+車位","臺北市萬華區開封街二段1~30號",9.33,"商",NA,NA,10309,"土地1建物1車位1","十二層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970227,113.78,2,2,2,"有","有",26780000,235366,"塔式車位",11.75,0
"765","大同區","房地(土地+建物)+車位","臺北市大同區承德路三段211~240號",12.64,"商",NA,NA,10309,"土地2建物1車位1","六層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020419,119.62,2,1,1,"有","有",22000000,183916,"坡道平面",35.94,0
"766","大同區","房地(土地+建物)","臺北市大同區赤峰街1~30號",25.25,"住",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","加強磚造",NA,49.22,3,2,2,"有","無",11000000,223486,"",0,0
"767","萬華區","房地(土地+建物)","臺北市萬華區萬大路186巷1~30號",26.42,"住",NA,NA,10309,"土地1建物2車位0","一層",7,"店面(店鋪)","商業用","鋼筋混凝土造",740529,132.14,0,0,0,"無","無",27500000,208113,"",0,0
